CRS_DPT_CD,CRS_NO,CRS_MIN_CDT,CRS_MAX_CDT,CRS_CREDITVARIABLE,CRS_SHORTTITLE,CRS_LONGTITLE,CRS_DESCRIPTION,CRS_STARTTERM,CRS_ENDTERM,CRS_CREDITVECTOR,ADMIN_CAMPUS_CD,CRS_LEVEL,CRS_GRADE_TYPE,CRS_CRSE_TYP_CD,Pre-requisites,Core-requisites,CRS_DUPLICATES,CRS_DUPLNOTE,CRS_CRSE_REF_CD,CRS_FACL_APPR_DT,CRS_SNTE_APPR_DT,SEC_SES
APBI,316,3.0,3.0,,EQ BIOL HLT WELF,"Equine Biology, Health and Welfare","Anatomy, physiology, reproduction, nutrition of the horse; common disease pathology, prevention and treatments; equine behaviour.",2016W,,[3-0],UBC,U,PCNT,ACAD,,,,,, 10/15/2015, 10/23/2015,2018W
APBI,318,3.0,3.0,,APPL PLANT BREED,Applied Plant Breeding,"Small-scale classical (i.e., non-biotechnological) plant breeding. Hands-on, application-oriented approach to techniques and procedures for managing seed inventories, designing and implementing a simple plant breeding program, and evaluating the impact of selection on breeding populations and desired outcomes.",2018W,,,UBC,U,PCNT,ACAD,,,,,, 10/23/2017, 02/12/2018,2018W
APBI,319,3.0,3.0,,AQCLTR & ENVRMNT,Aquaculture and the Environment,"Interactions between aquaculture and the environment. Current issues, comparison of systems, species, production methods, environments, and socioeconomics.",2017W,,,UBC,U,PCNT,ACAD,"One of BIOL 230, APBI 260, APBI 265, CONS 330, ENVR 200, ENVR 300. (and third year standing. Or permission of the instructor.)",,,,, 10/31/2016, 02/15/2017,2018W
APBI,322,4.0,4.0,,HORT TECHNIQUES,Horticultural Techniques,"Horticulture theory and methodology in an experiential learning format. Plant identification, seeding, propagation, canopy management, cultivation media, horticultural systems examined in the context of integrated crop management.",2018W,,,UBC,U,PCNT,ACAD,,,,,, 10/23/2017, 02/12/2018,2018W
APBI,324,3.0,3.0,,INTR SD PLNT TAX,Introduction to Seed Plant Taxonomy,Introduction to seed plant taxonomy emphasizing descriptive morphology and identification. Each student will be required to submit a plant collection.,2009W,,[2-3-0],UBC,U,PCNT,ACAD,BIOL 121.,,BIOL324,,, 11/19/2008, 04/08/2009,2018W
APBI,327,3.0,3.0,,INTR ENTOMOLOGY,Introduction to Entomology,"A survey of the structure, classification and biology of insects; ecology and life-histories of insects; insect-plant relations.",2009W,,[2-3-0],UBC,U,PCNT,ACAD,BIOL 121.,,BIOL327,,, 11/18/2008, 04/08/2009,2018W
APBI,328,4.0,4.0,,WEED SCIENCE,Weed Science,"Importance, identification, dissemination and biology of weeds; preventive, cultural, biological and chemical methods of control.",2009W,,[3-2-0],UBC,U,PCNT,ACAD,,,BIOL317,,, 11/18/2008, 04/08/2009,2018W
APBI,342,3.0,3.0,,SOIL BIOLOGY,Soil Biology,"The diversity of soil organisms (bacteria, protozoa, fungi, animals, plants) in natural and managed ecosystems; roles in primary production, nutrient cycling, decomposition and reclamation; interactions between soil organisms; responses to environmental change.",2009W,,[2-3-0],UBC,U,PCNT,ACAD,BIOL121,,FRST310,,, 11/18/2008, 04/08/2009,2018W
APBI,351,4.0,4.0,,PLNT PHYS,Plant Physiology,"Mechanisms and regulation of functional processes contributing to the assimilation, transport and utilization of water, mineral nutrients and carbon by plants.",2009W,,[3-3-0],UBC,U,PCNT,ACAD,"BIOL 121 and either(a) CHEM 123 or (b) all of CHEM 111, CHEM 113. (CHEM 233 is recommended.)",,"BIOL351, FRST311",,, 11/18/2008, 04/08/2009,2018W
APBI,360,3.0,3.0,,AGROECOLOGY II,Agroecology II: Application and analysis,Animals and Plants as Components of Agricultural Ecosystems. A systems approach is used to investigate the functions and interactions of plants and animals in agricultural systems.,2018W,,,UBC,U,PCNT,ACAD,"One of APBI 260, APBI 265.",,,,, 10/23/2017, 02/12/2018,2018W
APBI,361,3.0,3.0,,KEY NDCTR AG SUS,Key Indicators of Agroecosystem Sustainability,"A detailed exploration of biophysical, economic, and social ecosystem sustainability indicators for primary production subsystems.",2009W,,[1-0-3],UBC,U,PCNT,ACAD,,,,,, 11/18/2008, 04/08/2009,2018W
APBI,365,6.0,6.0,,PRACT SUSTN AGRI,Summer Practicum in Sustainable Agriculture and Food Systems,Based at the UBC Farm. Application required. Fees will be assessed to meet expenses.,2013S,,,UBC,U,PCNT,ACAD,"One of APBI 260, APBI 265. (and third-year standing.)",,,,, 10/24/2012, 02/13/2013,2018W
APBI,398,3.0,3.0,,RES APL BIO,Research Methods in Applied Biology,"Research methods including research design, scientific critique, writing proposals and reports, and oral presentation.",2017W,,,UBC,U,PCNT,ACAD, (Third-year standing in the Applied Biology program and permission of the instructor.),,,,, 01/18/2017, 02/15/2017,2018W
APBI,401,3.0,3.0,,SOIL PROCESS,Soil Processes,"Integration of soil physics, chemistry, and biology in understanding essential soil processes.",2014W,,[3-0-0],UBC,U,PCNT,ACAD,APBI 200.,,,,, 04/25/2014, 04/25/2014,2018W
APBI,402,3.0,3.0,,SUS SOIL MGMT,Sustainable Soil Management,"Application of fundamental, unifying, soil science principles in sustainable ecosystem management.",2014W,,[1-0-3],UBC,U,PCNT,ACAD,APBI 200.,,,,, 04/25/2014, 04/25/2014,2018W
APBI,403,3.0,3.0,,"SOIL S,A&DI","Soil Sampling, Analyses and Data Interpretation","Field and laboratory analytical techniques in the chemical, biological and physical assessment of soils. Credit will be granted for only one of SOIL 503 or APBI 403.",2014W,,[1-3-0],UBC,U,PCNT,ACAD,APBI 200.,,,,, 04/25/2014, 04/25/2014,2018W
APBI,410,3.0,3.0,,ANML HLTH&PHYSIO,Applied Animal Health and Physiology,Application of physiology and pathology principles to health and disease of domestic animals.,2014W,,[3-0-0],UBC,U,PCNT,ACAD,"BIOL 201 and one of APBI 311, CAPS 301.",,,,, 03/20/2014, 05/14/2014,2018W
APBI,411,4.0,4.0,,REPROD PHYS&TECH,Reproductive Physiology and Technology,A comparative overview of reproductive physiology and reproductive technologies in domesticated and laboratory animals.,2015W,,[3-2-0],UBC,U,PCNT,ACAD,BIOL 201. (Third year standing or higher.),,,,, 10/23/2014, 11/10/2014,2018W
APBI,412,3.0,3.0,,BLWGRND ECOSYSTM,Belowground Ecosystems,"Concepts, methods, and applications of belowground ecology with emphasis on biotic interactions in soil; roles that aboveground and belowground communities play in regulating the structure and function of terrestrial ecosystems and their responses to global change. Credit will be granted for only one of FRST 512 or APBI 412.",2015W,,[3-0-0],UBC,U,PCNT,ACAD, (Fourth year standing in a Bachelor of Science Program. Permission is required for registration.),,,,, 10/15/2015, 11/18/2015,2018W
APBI,413,3.0,3.0,,STRESS & COPING,Stress and Coping in Animals,"Understanding, assessing, and managing stress in farm, companion, captive wildlife, and research animals: sources of stress; behavioural, emotional, cognitive, and physiological responses; effects on growth, reproduction, health.",2015W,,,UBC,U,PCNT,ACAD, (Third-year standing or higher. APBI 315 and courses in animal physiology and animal behavior recommended.),,,,, 02/19/2015, 04/15/2015,2018W
APBI,414,3.0,3.0,,ANIMLS GLOBL ISS,Animals and Global Issues,"Research seminar integrating diverse information to address global animal issues including: animal-source foods and human health, environmental impact of livestock production, trade in exotic animals.",2013W,,[3-0-0],UBC,U,PCNT,ACAD,"One of APBI 314, APBI 315.",,,,, 01/20/2011, 09/19/2012,2018W
APBI,415,3.0,3.0,,APPLD ANML BEHAV,Applied Animal Behaviour,"Application of principles and research methods of animal behaviour to practical problems in the care of farm, companion, wild and research animals, and in animal training, and human-wildlife conflict.",2013W,,[3-0-0],UBC,U,PCNT,ACAD,,,,,, 10/21/2011, 09/19/2012,2018W
APBI,416,3.0,3.0,,ANIMAL WELFARE,Animal Welfare and Conservation Biology,Evaluation of humane treatment of individual animals living in the wild and managed within conservation biology. Assessment of attitudes and viewpoints of the role of animal welfare in conservation biology.,2015W,,,UBC,U,PCNT,ACAD, (Third-year standing or higher. APBI 315 and BIOL 416 or CONS 220/330 recommended.),,,,, 02/19/2015, 04/15/2015,2018W
APBI,417,4.0,4.0,,PRD & PSTHRV VEG,Production and Postharvest Physiology of Vegetable Crops,"Morphology, growth and development, production, compostition, quality, and postharvest physiology of vegetable crops.",2013W,,[3-2-0],UBC,U,PCNT,ACAD,,,,,, 10/24/2012, 10/29/2012,2018W
APBI,418,3.0,3.0,,INTEN FISH PRO,Intensive Fish Production,"Management of fin fish throughout the life cycle; broodstock, egg, larvae, and juvenile. Control of environmental factors, including pathogens, for maximum productivity at all life stages.",2017W,,[3-2-0],UBC,U,PCNT,ACAD," (Third-year standing or higher. One of APBI 311, BIOL 204 or BIOL 260. APBI 312 recommended.)",,,,, 10/19/2016, 11/07/2016,2018W
APBI,419,3.0,3.0,,FISH HEALTH,Fish Health,"Management of fish health in aquaculture; common fish pathogens, epidemiology, prevention, and treatment of diseases.",2017W,,,UBC,U,PCNT,ACAD," (Third year standing or higher. One of APBI 311, BIOL 204 or BIOL 260. APBI 312 and  APBI 418 strongly recommended.)",,,,, 10/19/2016, 11/07/2016,2018W
APBI,426,3.0,3.0,,PLNT-MICR INTER,Plant-Microbe Interactions,Biology and physiology of selected plant-microbe relationships. Impacts of plant-microbe relationships on society.,2009W,,[3-2-0],UBC,U,PCNT,ACAD,BIOL 201.,,BIOL421,,, 11/18/2008, 04/08/2009,2018W
APBI,428,3.0,3.0,,INTEGR PEST MAN,Integrated Pest Management,Development and implementation of multi-disciplinary pest management programs in agricultural crops.,2009W,,[3-2],UBC,U,PCNT,ACAD,BIOL 121.,,,,, 11/18/2008, 04/08/2009,2018W
APBI,440,3.0,3.0,,PLANT GENOMICS,Plant Genomics,"Concepts, principles, and recent discoveries in genome structure and comparative genomics in plants with a focus on economically important plants; applications of genomics approaches to questions in plant genetics, evolution, and ecology.",2011W,,[3-0-0],UBC,U,PCNT,ACAD,,BIOL 335.,BIOL440,,, 02/24/2011, 04/12/2011,2018W
APBI,442,3.0,3.0,,WINE GR BER BIOL,Wine Grape and Berry Biology,"Grapevine genetics, morphology, and physiology and major biological features of other important berry crops for British Columbia such as blueberry, cranberry, and raspberry. Credit will be granted for only one of APBI 442 or PLNT 542.",2017W,,,UBC,U,PCNT,ACAD,"All of BIOL 112, BIOL 121 and one of BIOL 200, BIOL 201, APBI 210, BIOL 210.",,,,, 03/23/2017, 04/12/2017,2018W
APBI,444,3.0,3.0,,AGROFORESTRY,Agroforestry,An introduction to the application of knowledge and principles of agroecology and forest ecology to global agroforestry systems. The course includes a one-weekend field trip that requires a supplemental fee.,2009W,,[1-0-3],UBC,U,PCNT,ACAD, (An undergraduate course in ecology or equivalent.),,FRST444,,, 11/18/2008, 04/08/2009,2018W
APBI,460,3.0,3.0,,AGROECOLOGY III,Agroecology III: Synthesis and evaluation,The relationship between biological diversity and sustainability in food producing agroecosystems; emphasis on ecological similarities between natural ecosystems and managed  agroecosystems.,2018W,,,UBC,U,PCNT,ACAD,APBI 360. (or equivalent.),,,,, 10/23/2017, 02/12/2018,2018W
APBI,465,3.0,3.0,,SUSTN AGRI CAPST,Capstone in Sustainable Agriculture and Food Systems,Integrates classroom and applied learning at the UBC Farm with design project.,2013S,,[1-3-0],UBC,U,PCNT,ACAD,APBI 365.,,,,, 10/24/2012, 02/13/2013,2018W
APBI,490,3.0,3.0,,TPCS APPL BIOLGY,Advanced Topics in Applied Biology,Analysis and interpretation of current issues in applied biology.,2017W,,,UBC,U,PCNT,ACAD, (3rd year standing or higher.),,,,, 10/19/2016, 11/07/2016,2018W
APBI,495,3.0,3.0,,WILDLIFE MNGMENT,Principles of Wildlife Management in Forests and Agricultural Environments,"Impacts of wildlife on crop productivity in temperate and tropical environments, the resiliency of wildlife populations to conventional control methodology, adoption of innovative methods to reduce crop damage, and the impact of introduced species on native fauna.",2009W,,[2-0-1],UBC,U,PCNT,ACAD,,,CONS495,,, 11/18/2008, 04/08/2009,2018W
APBI,496,3.0,6.0,c,APBI PRACTICUM,Applied Animal Biology Practicum,"Application of principles and concepts of Applied Animal Biology to experiential learning in the fields of wild, companion, lab, and farm animal welfare and management.",2014S,,,UBC,U,PCNT,ACAD, (Third-year standing or higher. APBI 314 and/or APBI 315 are recommended.),,,,, 10/30/2013, 12/18/2013,2018W
APBI,497,2.0,6.0,d,DIR STUDIES,Directed Studies,,2013W,,,UBC,U,PCNT,ACAD, (Approval of program advisor.),,,,, 03/25/2013, 04/17/2013,2018W
APBI,498,3.0,3.0,,UNDERGRAD ESSAY,Undergraduate Essay,Preparation of a comprehensive and analytical review of an approved topic under the supervision of a faculty member. Consultation with a program adviser is required.,2009W,,,UBC,U,PCNT,ACAD,,,,,, 11/18/2008, 04/08/2009,2018W
APBI,499,6.0,6.0,,UNDERGRAD THESIS,Undergraduate Thesis,Design and execution of an experimental/analytical research project leading to the preparation of a thesis.,2009W,,,UBC,U,PCNT,ACAD, (Approval of a program adviser; consult before the end of classes in third year.),,,,, 11/18/2008, 04/08/2009,2018W
APPP,501,1.5,1.5,,MNGMT & LDRSHP,Project Management and Leadership,"Leading complex multidisciplinary projects through management processes; project management frameworks, standards; core management processes of planning, scheduling, estimating, survey of communication, risk, and management issues; case studies in industry-relevant project management. Collaboratively delivered with the Faculty of Commerce and Business Administration.",2015W,,,UBC,G,PCNT,ACAD,,,,,, 12/05/2014, 02/18/2015,2018W
APPP,502,1.5,1.5,,SUSTN & LDRSHP,Sustainability and Leadership,"Skills for leading change that influences triple-bottom-line; sustainability, change agency systems thinking; awareness and perspective for engagement and communication; adaptive leadership; change dynamics; cases studies in organizational and social change. Collaboratively delivered with the Faculty of Commerce and Business Administration.",2015W,,,UBC,G,PCNT,ACAD,,,,,, 12/05/2014, 02/18/2015,2018W
APPP,503,1.5,1.5,,ORGNZTNL LDRSHP,Organizational Leadership,"Behaviour of people and groups and its application to management and leadership within professional organizations; motivation, group dynamics, and organizational structure; leadership styles and effectiveness; assessing organizational effectiveness. Collaboratively delivered with the Faculty of Commerce and Business Administration.",2015W,,,UBC,G,PCNT,ACAD,,,,,, 12/05/2014, 02/18/2015,2018W
APPP,505,3.0,3.0,,ANYLTCS & INTERP,Analytics and Interpretation for Applied Sciences,"Relevant measurable metrics of a project; data interpretation techniques; introduction to data visualization; overview of big data and predictive analytics; strategies related to metrics and data, ethical and privacy concerns. Collaboratively delivered with the Faculty of Commerce and Business Administration.",2015W,,,UBC,G,PCNT,ACAD,,,,,, 12/05/2014, 02/18/2015,2018W
APPP,506,1.0,6.0,d,CAPSTONE PROJECT,Capstone Project,A capstone design project designed to give students experience in leading complex multidisciplinary projects relevant to their professional specialization. Collaboratively delivered with the Faculty of Commerce and Business Administration.,2017W,,,UBC,G,PCNT,ACAD,,,,,, 11/02/2017, 02/02/2018,2018W
APSC,100,3.0,3.0,,INTRO TO ENG I,Introduction to Engineering I,"An introduction to the engineering profession including: roles and responsibilities of the engineer, the engineering disciplines, sustainability, an introduction to the engineering design process, introduction and application of the relevant foundational scientific principles, prototyping, engineering graphics, technical communication, and engineering ethics.",2015S,,[2-2-0],UBC,U,PCNT,ACAD,,,,,, 03/05/2015, 05/13/2015,2018W
APSC,101,3.0,3.0,,INTRO TO ENG II,Introduction to Engineering II,"An introduction to the engineering profession including: the engineering design process, sustainability, prototype testing, introduction and application of the relevant foundational scientific principles, team functioning, engineering graphics, and technical communication.",2015S,,[2-2-0],UBC,U,PCNT,ACAD,APSC 100.,,,,, 03/05/2015, 05/13/2015,2018W
APSC,110,6.0,6.0,,COOP WORK PLCMNT,Co-operative Work Placement,"Supervised, technical work experience in an established company or organization for a minimum of three months. Technical report. Restricted to students meeting the requirements of the Faculty of Applied Science and the Co-operative Education Program.",2008W,,,UBC,U,PASS,ACAD,,,,,, 11/29/2007, 11/29/2007,2018W
APSC,150,5.0,5.0,,ENG CASE STUDIES,Engineering Case Studies,Application of scientific principles and technical knowledge to practical problems. Introduction to the engineering design process and to engineering graphics.,2006W,,[3-4-0],UBC,U,PCNT,ACAD,,,,,, 01/20/2006, 01/20/2006,2018W
APSC,151,3.0,3.0,,COMP AIDED GRAPH,Computer-Aided Engineering Graphics,"Orthographic projection, technical sketching, development of the ability to visualize in three dimensions. Standards and conventions of engineering drawing, graphical presentation of engineering data. Micro-computer based graphics aids. Engineering geometry and the solution of space problems.",1991S,,[1-0-4],UBC,U,PCNT,ACAD,,,,,, 03/01/1984, 05/01/1985,2018W
APSC,160,3.0,3.0,,COMP ENG DESIGN,Introduction to Computation in Engineering Design,"Analysis and simulation, laboratory data acquisition and processing, measurement interfaces, engineering tools, computer systems organization, programming languages. Credit will only be given for one of: APSC 160, CPSC 301, or EOSC 211.",2013W,,[2-2-1],UBC,U,PCNT,ACAD,,,,,, 11/01/2012, 11/13/2012,2018W
APSC,172,3.0,3.0,,ENG ANALYSIS I,Engineering Analysis I,"Functions, limits, differentiation, applications of derivatives, integration, applications of definite integrals.",2015S,,[3-0-1],UBC,U,PCNT,ACAD,,,,,, 02/05/2015, 04/15/2015,2018W
APSC,173,3.0,3.0,,ENG ANALYSIS II,Engineering Analysis II,"Integrals and transcendental functions, techniques of integration, applications of integration, polar coordinates, infinite sequences and series, vectors and the geometry of space, and partial derivatives.",2015S,,[3-0-1],UBC,U,PCNT,ACAD,APSC 172.,,,,, 02/05/2015, 04/15/2015,2018W
